Date,Price
7/30/2017 0:00,2746.33
7/31/2017 0:00,2873.83
8/1/2017 0:00,2735.59
8/2/2017 0:00,2723.58
8/3/2017 0:00,2814.36
8/4/2017 0:00,2883.68
8/5/2017 0:00,3301.76
8/6/2017 0:00,3255
8/7/2017 0:00,3431.97
8/8/2017 0:00,3453.16
8/9/2017 0:00,3377.54
8/10/2017 0:00,3445.28
8/11/2017 0:00,3679.61
8/12/2017 0:00,3917.65
8/13/2017 0:00,4111.2
8/14/2017 0:00,4382.74
8/15/2017 0:00,4204.43
8/16/2017 0:00,4425.3
8/17/2017 0:00,4316.34
8/18/2017 0:00,4159.46
8/19/2017 0:00,4206.13
8/20/2017 0:00,4111.22
8/21/2017 0:00,4054.94
8/22/2017 0:00,4137.67
8/23/2017 0:00,4191.22
8/24/2017 0:00,4362.47
8/25/2017 0:00,4408.32
8/26/2017 0:00,4387.46
8/27/2017 0:00,4394.51
8/28/2017 0:00,4439.66
8/29/2017 0:00,4648.13
8/30/2017 0:00,4630.73
8/31/2017 0:00,4764.87
9/1/2017 0:00,4950.72
9/2/2017 0:00,4643.97
9/3/2017 0:00,4631.69
9/4/2017 0:00,4319.72
9/5/2017 0:00,4422.12
9/6/2017 0:00,4626.72
9/7/2017 0:00,4638.1
9/8/2017 0:00,4317.54
9/9/2017 0:00,4291.88
9/10/2017 0:00,4191.17
9/11/2017 0:00,4188.84
9/12/2017 0:00,4148.27
9/13/2017 0:00,3874.26
9/14/2017 0:00,3226.41
9/15/2017 0:00,3686.9
9/16/2017 0:00,3678.74
9/17/2017 0:00,3672.57
9/18/2017 0:00,4067.08
9/19/2017 0:00,3897
9/20/2017 0:00,3858.09
9/21/2017 0:00,3612.68
9/22/2017 0:00,3603.31
9/23/2017 0:00,3777.29
9/24/2017 0:00,3662.12
9/25/2017 0:00,3927.5
9/26/2017 0:00,3895.51
9/27/2017 0:00,4208.56
9/28/2017 0:00,4185.29
9/29/2017 0:00,4164.1
9/30/2017 0:00,4353.05
10/1/2017 0:00,4394.64
10/2/2017 0:00,4404.1
10/3/2017 0:00,4320.09
10/4/2017 0:00,4225.92
10/5/2017 0:00,4322.75
10/6/2017 0:00,4370.24
10/7/2017 0:00,4437.03
10/8/2017 0:00,4596.96
10/9/2017 0:00,4772.97
10/10/2017 0:00,4754.7
10/11/2017 0:00,4830.77
10/12/2017 0:00,5439.13
10/13/2017 0:00,5640.13
10/14/2017 0:00,5809.69
10/15/2017 0:00,5697.39
10/16/2017 0:00,5754.22
10/17/2017 0:00,5595.23
10/18/2017 0:00,5572.2
10/19/2017 0:00,5699.58
10/20/2017 0:00,5984.09
10/21/2017 0:00,6013.23
10/22/2017 0:00,5984.96
10/23/2017 0:00,5895.3
10/24/2017 0:00,5518.85
10/25/2017 0:00,5733.9
10/26/2017 0:00,5888.14
10/27/2017 0:00,5767.68
10/28/2017 0:00,5732.82
10/29/2017 0:00,6140.53
10/30/2017 0:00,6121.8
10/31/2017 0:00,6447.67
11/1/2017 0:00,6750.17
11/2/2017 0:00,7030
11/3/2017 0:00,7161.45
11/4/2017 0:00,7387
11/5/2017 0:00,7382.45
11/6/2017 0:00,6958.21
11/7/2017 0:00,7118.8
11/8/2017 0:00,7458.79
11/9/2017 0:00,7146.78
11/10/2017 0:00,6570.31
11/11/2017 0:00,6337
11/12/2017 0:00,5857.32
11/13/2017 0:00,6517.68
11/14/2017 0:00,6598.77
11/15/2017 0:00,7279
11/16/2017 0:00,7843.94
11/17/2017 0:00,7689.91
11/18/2017 0:00,7776.94
11/19/2017 0:00,8033.94
11/20/2017 0:00,8238.2
11/21/2017 0:00,8095.59
11/22/2017 0:00,8230.69
11/23/2017 0:00,8002.64
11/24/2017 0:00,8201.46
11/25/2017 0:00,8763.78
11/26/2017 0:00,9326.59
11/27/2017 0:00,9739.05
11/28/2017 0:00,9908.23
11/29/2017 0:00,9816.35
11/30/2017 0:00,9916.54
12/1/2017 0:00,10859.56
12/2/2017 0:00,10895.01
12/3/2017 0:00,11180.89
12/4/2017 0:00,11616.85
12/5/2017 0:00,11696.06
12/6/2017 0:00,13708.99
12/7/2017 0:00,16858.02
12/8/2017 0:00,16057.14
12/9/2017 0:00,14913.4
12/10/2017 0:00,15036.96
12/11/2017 0:00,16699.68
12/12/2017 0:00,17178.1
12/13/2017 0:00,16407.2
12/14/2017 0:00,16531.08
12/15/2017 0:00,17601.94
12/16/2017 0:00,19343.04
12/17/2017 0:00,19086.64
12/18/2017 0:00,18960.52
12/19/2017 0:00,17608.35
12/20/2017 0:00,16454.72
12/21/2017 0:00,15561.05
12/22/2017 0:00,13857.14
12/23/2017 0:00,14548.71
12/24/2017 0:00,13975.44
12/25/2017 0:00,13917.03
12/26/2017 0:00,15745.26
12/27/2017 0:00,15378.28
12/28/2017 0:00,14428.76
12/29/2017 0:00,14427.87
12/30/2017 0:00,12629.81
12/31/2017 0:00,13860.14
1/1/2018 0:00,13412.44
1/2/2018 0:00,14740.76
1/3/2018 0:00,15134.65
1/4/2018 0:00,15155.23
1/5/2018 0:00,16937.17
1/6/2018 0:00,17135.84
1/7/2018 0:00,16178.49
1/8/2018 0:00,14970.36
1/9/2018 0:00,14439.47
1/10/2018 0:00,14890.72
1/11/2018 0:00,13287.26
1/12/2018 0:00,13812.71
1/13/2018 0:00,14188.78
1/14/2018 0:00,13619.03
1/15/2018 0:00,13585.9
1/16/2018 0:00,11348.02
1/17/2018 0:00,11141.25
1/18/2018 0:00,11250.65
1/19/2018 0:00,11514.92
1/20/2018 0:00,12759.64
1/21/2018 0:00,11522.86
1/22/2018 0:00,10772.15
1/23/2018 0:00,10839.83
1/24/2018 0:00,11399.52
1/25/2018 0:00,11137.24
1/26/2018 0:00,11090.06
1/27/2018 0:00,11407.15
1/28/2018 0:00,11694.47
1/29/2018 0:00,11158.39
1/30/2018 0:00,10035
1/31/2018 0:00,10166.51
2/1/2018 0:00,9052.58
2/2/2018 0:00,8827.63
2/3/2018 0:00,9224.39
2/4/2018 0:00,8186.65
2/5/2018 0:00,6914.26
2/6/2018 0:00,7700.39
2/7/2018 0:00,7581.8
2/8/2018 0:00,8237.24
2/9/2018 0:00,8689.84
